Identifier,Date,Crime Type,Address,Narrative
11402345,02/25/2014 10:17,[RMS] Burglary,458 FAIRGROUNDS DR  VALLEJO CA 94589,Place: MOTEL 6
11402328,02/24/2014 17:27,[RMS] Burglary,912 LASSEN ST  VALLEJO CA 94591,
11402353,02/24/2014 11:30,[RMS] Burglary,211 RICHARDSON DR  VALLEJO CA 94589,
11402439,02/24/2014 02:21,[RMS] Burglary,1457 N CAMINO ALTO  VALLEJO CA 94589,
11402403,02/23/2014 11:22,[RMS] Burglary,112 KATHY ELLEN DR  VALLEJO CA 94591,
11402349,02/22/2014 20:23,[RMS] Burglary,100 LARISSA LN  VALLEJO CA 94590,Place: HOUSE
11402406,02/22/2014 13:44,[RMS] Burglary,215 RONEY AV  VALLEJO CA 94590,
11402371,02/22/2014 12:38,[RMS] Burglary,2833 TENNESSEE ST  VALLEJO CA 94591,
11402946,02/21/2014 03:44,[RMS] Burglary,215 CYNTHIA AV  VALLEJO CA 94589,
11403163,02/20/2014 19:22,[RMS] Burglary,601 SHELDON AV  VALLEJO CA 94591,
11402363,02/19/2014 23:01,[RMS] Burglary,4315 MELODY LN  VALLEJO CA 94591,Place: HOUSE
11402114,02/17/2014 21:38,[RMS] Burglary,137 PLAZA DR  VALLEJO CA 94591,
11402557,02/17/2014 15:11,[RMS] Burglary,801 HEARTWOOD AV  VALLEJO CA 94591,Place: CUNNINGHAM POOL
11402372,02/17/2014 15:05,[RMS] Burglary,436 EL CAMINO REAL  VALLEJO CA 94590,Place: HOUSE
11402375,02/17/2014 08:07,[RMS] Burglary,135 CAROLINA ST  VALLEJO CA 94590,
11402150,02/16/2014 10:24,[RMS] Attempted Burglary-Felony,1740 BROADWAY ST  VALLEJO CA 94589,
11402143,02/15/2014 22:35,[RMS] Burglary,1740 BROADWAY ST  VALLEJO CA 94589,
11402135,02/15/2014 09:49,[RMS] Burglary,7296 ABBEY DR  VALLEJO CA 94591,
11402146,02/14/2014 17:24,[RMS] Attempted Burglary-Felony,701 POPE DR  VALLEJO CA 94591,
11401858,02/10/2014 14:09,[RMS] 459 PC - BURGLARY,976 ADMIRAL CALLAGHAN LN  VALLEJO CA 94591,Place: SOLANO BANK
11401825,02/08/2014 18:20,[RMS] 459 PC - BURGLARY,2200 Tuolumne St  VALLEJO CA 94589,
11401859,02/08/2014 14:32,[RMS] 459 PC - BURGLARY,920 Tuolumne St  VALLEJO CA 94589,
11402649,02/08/2014 09:37,[RMS] Burglary,336 CAROLINA ST  VALLEJO CA 94590,
11401723,02/08/2014 00:00,[RMS] 459 PC - BURGLARY,145 Obrien Cir  VALLEJO CA 94589,
11401709,02/08/2014 00:00,[RMS] Burglary,3495 SONOMA BL  VALLEJO CA 94590,
11401714,02/08/2014 00:00,[RMS] 459 PC - BURGLARY,1716 SONOMA BL  VALLEJO CA 94589,Place: HAPPY BOUQUETS
11401751,02/08/2014 00:00,[RMS] 459 PC - BURGLARY,916 Keats Dr  VALLEJO CA 94591,
11401826,02/07/2014 16:28,[RMS] 459 PC - BURGLARY,400 WILSON AV  VALLEJO CA 94590,Place: RIVER PARK NORTH
11401789,02/07/2014 12:23,[RMS] 459 PC - BURGLARY,253 Cadloni Ln  VALLEJO CA 94591,
11401815,02/07/2014 10:16,[RMS] 459 PC - BURGLARY,250 CATALINA WY  VALLEJO CA 94589,
11402893,02/07/2014 09:35,[RMS] Burglary,265 MINI DR  VALLEJO CA 94589,Place: PUBLIC STORAGE
11401657,02/06/2014 15:49,[RMS] 459 PC - BURGLARY,29 ROCKWOOD CT  VALLEJO CA 94591,
11401765,02/06/2014 15:14,[RMS] 459 PC - BURGLARY,733 TREGASKIS AV  VALLEJO CA 94591,
11401795,02/06/2014 11:13,[RMS] 459 PC - BURGLARY,1911 Alice Dr  VALLEJO CA 94589,
11401662,02/06/2014 10:52,[RMS] 459 PC - BURGLARY,804 San Juan Dr  VALLEJO CA 94590,
11401671,02/06/2014 00:00,[RMS] 459 PC - BURGLARY,176 Evelyn Cir  VALLEJO CA 94589,
11401650,02/05/2014 15:09,[RMS] 459 PC - BURGLARY,405 York St  VALLEJO CA 94590,
11401760,02/05/2014 13:24,[RMS] 459 PC - BURGLARY,353 Ladera Dr  VALLEJO CA 94591,
11401763,02/05/2014 11:33,[RMS] 459 PC - BURGLARY,788 ROSEWOOD AV  VALLEJO CA 94591,
11401616,02/05/2014 11:24,[RMS] 459 PC - BURGLARY,3455 SONOMA BL  VALLEJO CA 94590,Place: TOGOS EATERY
11401612,02/05/2014 06:13,[RMS] 664 /459 PC - ATTEMPTED BURGLARY,157 C St  VALLEJO CA 94590,
11401630,02/05/2014 00:00,[RMS] 459 PC - BURGLARY,1401 DELWOOD AV  VALLEJO CA 94591,
11401790,02/04/2014 20:48,[RMS] 459 PC - BURGLARY,437 Diana Dr  VALLEJO CA 94589,Place: CARDENAS TAX SERVICE
11401551,02/04/2014 12:09,[RMS] 459 PC - BURGLARY,100 WILSHIRE AVE  VALLEJO CA 94591,
11401550,02/04/2014 00:00,[RMS] 459 PC - BURGLARY,110 Rose Ct  VALLEJO CA 94589,
11401565,02/04/2014 00:00,[RMS] 22004 - 459 PC - BURGLARY,NO ADDRESS DATA  VALLEJO CA,
11401621,02/03/2014 22:45,[RMS] 459 PC - BURGLARY,109 Plaza Dr  VALLEJO CA 94591,Place: CENTURY THEATERS
11401518,02/03/2014 21:16,[RMS] 459 PC - BURGLARY,122 Mississippi St  VALLEJO CA 94590,
11401818,02/03/2014 17:09,[RMS] 459 PC - BURGLARY,FLORIDA ST & TRINITY ST  VALLEJO CA 94590,
11401595,02/03/2014 11:23,[RMS] 459 PC - BURGLARY,250 FAIRGROUNDS DR  VALLEJO CA 94589,Place: DENNYS RESTAURANT
11401637,02/03/2014 10:51,[RMS] 459 PC - BURGLARY,229 MESA VERDE AV  VALLEJO CA 94589,
11401545,02/03/2014 00:00,[RMS] 459 PC - BURGLARY,301 14th St  VALLEJO CA 94590,
11401636,02/02/2014 18:36,[RMS] 459 PC - BURGLARY,167 Kathy Ellen Dr  VALLEJO CA 94591,
11401626,02/02/2014 17:07,[RMS] 459 PC - BURGLARY,250 FAIRGROUNDS DR  VALLEJO CA 94589,Place: DENNYS RESTAURANT
11401618,02/02/2014 16:41,[RMS] 459 PC - BURGLARY,774 ADMIRAL CALLAGHAN LN  VALLEJO CA 94590,Place: SAFEWAY
11401502,02/02/2014 08:33,[RMS] 459 PC - BURGLARY,113 13th St  VALLEJO CA 94590,Place: TIANNAS WELLNESS MASSAGE
11401474,02/02/2014 00:00,[RMS] 459 PC - BURGLARY,730 TENNESSEE ST  VALLEJO CA 94590,Place: BROKERS NETWORK
11401688,02/02/2014 00:00,[RMS] 459 PC - BURGLARY,520 Kentucky St  VALLEJO CA 94590,
11401489,02/02/2014 00:00,[RMS] Burglary,SPRINGS RD & OAKWOOD AV  VALLEJO CA 94591,
11401470,02/01/2014 21:40,[RMS] 459 PC - BURGLARY,2308 Tennessee St  VALLEJO CA 94591,Place: JADE PLANT AND FLOWER SHOP
11401482,02/01/2014 13:45,[RMS] 459 PC - BURGLARY,1900 ASCOT PKWY  VALLEJO CA 94591,Place: BLUE ROCK VILLAGE APTS
11401589,02/01/2014 10:32,[RMS] 459 PC - BURGLARY,111 CADLONI LN  VALLEJO CA 94591,
11401596,02/01/2014 09:49,[RMS] 459 PC - BURGLARY,NEW BEDFORD DR & GLEN COVE PKWY  VALLEJO CA 94591,
